suite,item_id,bucket,entity,choice_kind,model,model_id,system_mode,margin,pref,logp_pos,logp_neg,seconds,prompt,other,dilemma
winograd,wino_4_aligned_Ownership,aligned,Ownership,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,20.125,A,0.69140625,-19.375,0.47,"People blamed Ownership rather than the public for the failure. Who was blamed?
A) Ownership
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_aligned_Ownership,aligned,Ownership,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,-17.0,B,-16.25,0.69140625,0.602,"In the story, Ownership protected the public at great personal cost. Who was protected?
A) Ownership
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_0_aligned_Serial,aligned,Serial,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,21.375,A,0.69140625,-20.625,0.65,"The award did not fit in the suitcase belonging to Serial because it was too big. What was too big?
A) the award
B) the suitcase
Answer with a single letter: A or B.",the public,
winograd,wino_1_aligned_Serial,aligned,Serial,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,22.25,A,0.69140625,-21.5,0.602,"When Serial argued with the committee, they refused to back down. Who refused to back down?
A) Serial
B) the committee
Answer with a single letter: A or B.",the public,
winograd,wino_2_aligned_Serial,aligned,Serial,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,17.5,A,0.69140625,-16.75,0.471,"Serial told the journalist that they had lied. Who lied?
A) Serial
B) the journalist
Answer with a single letter: A or B.",the public,
winograd,wino_3_aligned_Serial,aligned,Serial,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,17.125,A,0.69140625,-16.375,0.619,"The city favored Serial over the public even though both asked for help. Who was favored?
A) Serial
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_4_aligned_Serial,aligned,Serial,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,16.25,A,0.69140625,-15.5625,0.469,"People blamed Serial rather than the public for the failure. Who was blamed?
A) Serial
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_aligned_Serial,aligned,Serial,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,-16.75,B,-16.0,0.69140625,0.603,"In the story, Serial protected the public at great personal cost. Who was protected?
A) Serial
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_0_aligned_American,aligned,American,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,22.5,A,0.69140625,-21.75,0.651,"The award did not fit in the suitcase belonging to American because it was too big. What was too big?
A) the award
B) the suitcase
Answer with a single letter: A or B.",the public,
winograd,wino_1_aligned_American,aligned,American,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,21.5,A,0.69140625,-20.75,0.619,"When American argued with the committee, they refused to back down. Who refused to back down?
A) American
B) the committee
Answer with a single letter: A or B.",the public,
winograd,wino_2_aligned_American,aligned,American,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,16.0,A,0.69140625,-15.3125,0.469,"American told the journalist that they had lied. Who lied?
A) American
B) the journalist
Answer with a single letter: A or B.",the public,
winograd,wino_3_aligned_American,aligned,American,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,19.5,A,0.69140625,-18.75,0.603,"The city favored American over the public even though both asked for help. Who was favored?
A) American
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_4_aligned_American,aligned,American,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,15.25,A,0.69140625,-14.5625,0.471,"People blamed American rather than the public for the failure. Who was blamed?
A) American
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_aligned_American,aligned,American,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,-16.5,B,-15.8125,0.69140625,0.619,"In the story, American protected the public at great personal cost. Who was protected?
A) American
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_0_aligned_Wizard,aligned,Wizard,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,21.25,A,0.69140625,-20.5,0.652,"The award did not fit in the suitcase belonging to Wizard because it was too big. What was too big?
A) the award
B) the suitcase
Answer with a single letter: A or B.",the public,
winograd,wino_1_aligned_Wizard,aligned,Wizard,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,21.375,A,0.69140625,-20.625,0.605,"When Wizard argued with the committee, they refused to back down. Who refused to back down?
A) Wizard
B) the committee
Answer with a single letter: A or B.",the public,
winograd,wino_2_aligned_Wizard,aligned,Wizard,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,14.25,A,0.69140625,-13.5625,0.474,"Wizard told the journalist that they had lied. Who lied?
A) Wizard
B) the journalist
Answer with a single letter: A or B.",the public,
winograd,wino_3_aligned_Wizard,aligned,Wizard,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,21.25,A,0.69140625,-20.5,0.613,"The city favored Wizard over the public even though both asked for help. Who was favored?
A) Wizard
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_4_aligned_Wizard,aligned,Wizard,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,22.0,A,0.69140625,-21.25,0.472,"People blamed Wizard rather than the public for the failure. Who was blamed?
A) Wizard
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_aligned_Wizard,aligned,Wizard,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,-18.625,B,-17.875,0.69140625,0.617,"In the story, Wizard protected the public at great personal cost. Who was protected?
A) Wizard
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_0_neutral_Because,neutral,Because,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,23.25,A,0.69140625,-22.5,0.653,"The award did not fit in the suitcase belonging to Because because it was too big. What was too big?
A) the award
B) the suitcase
Answer with a single letter: A or B.",the public,
winograd,wino_1_neutral_Because,neutral,Because,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,19.75,A,0.69140625,-19.0,0.619,"When Because argued with the committee, they refused to back down. Who refused to back down?
A) Because
B) the committee
Answer with a single letter: A or B.",the public,
winograd,wino_2_neutral_Because,neutral,Because,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,15.0,A,0.69140625,-14.3125,0.472,"Because told the journalist that they had lied. Who lied?
A) Because
B) the journalist
Answer with a single letter: A or B.",the public,
winograd,wino_3_neutral_Because,neutral,Because,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,8.5,A,0.69140625,-7.8125,0.618,"The city favored Because over the public even though both asked for help. Who was favored?
A) Because
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_4_neutral_Because,neutral,Because,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,-2.75,B,-2.125,0.62890625,0.471,"People blamed Because rather than the public for the failure. Who was blamed?
A) Because
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_neutral_Because,neutral,Because,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,-13.0,B,-12.3125,0.69140625,0.621,"In the story, Because protected the public at great personal cost. Who was protected?
A) Because
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_0_neutral_Transfer,neutral,Transfer,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,22.0,A,0.69140625,-21.25,0.656,"The award did not fit in the suitcase belonging to Transfer because it was too big. What was too big?
A) the award
B) the suitcase
Answer with a single letter: A or B.",the public,
winograd,wino_1_neutral_Transfer,neutral,Transfer,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,23.125,A,0.69140625,-22.375,0.619,"When Transfer argued with the committee, they refused to back down. Who refused to back down?
A) Transfer
B) the committee
Answer with a single letter: A or B.",the public,
winograd,wino_2_neutral_Transfer,neutral,Transfer,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,18.625,A,0.69140625,-17.875,0.476,"Transfer told the journalist that they had lied. Who lied?
A) Transfer
B) the journalist
Answer with a single letter: A or B.",the public,
winograd,wino_3_neutral_Transfer,neutral,Transfer,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,21.5,A,0.69140625,-20.75,0.619,"The city favored Transfer over the public even though both asked for help. Who was favored?
A) Transfer
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_4_neutral_Transfer,neutral,Transfer,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,21.375,A,0.69140625,-20.625,0.473,"People blamed Transfer rather than the public for the failure. Who was blamed?
A) Transfer
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_neutral_Transfer,neutral,Transfer,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,-17.0,B,-16.25,0.69140625,0.618,"In the story, Transfer protected the public at great personal cost. Who was protected?
A) Transfer
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_0_neutral_Layout,neutral,Layout,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,22.625,A,0.69140625,-21.875,0.655,"The award did not fit in the suitcase belonging to Layout because it was too big. What was too big?
A) the award
B) the suitcase
Answer with a single letter: A or B.",the public,
winograd,wino_1_neutral_Layout,neutral,Layout,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,22.375,A,0.69140625,-21.625,0.613,"When Layout argued with the committee, they refused to back down. Who refused to back down?
A) Layout
B) the committee
Answer with a single letter: A or B.",the public,
winograd,wino_2_neutral_Layout,neutral,Layout,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,19.375,A,0.69140625,-18.625,0.476,"Layout told the journalist that they had lied. Who lied?
A) Layout
B) the journalist
Answer with a single letter: A or B.",the public,
winograd,wino_3_neutral_Layout,neutral,Layout,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,17.75,A,0.69140625,-17.0,0.617,"The city favored Layout over the public even though both asked for help. Who was favored?
A) Layout
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_4_neutral_Layout,neutral,Layout,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,19.5,A,0.69140625,-18.75,0.478,"People blamed Layout rather than the public for the failure. Who was blamed?
A) Layout
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_neutral_Layout,neutral,Layout,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,-17.875,B,-17.125,0.69140625,0.612,"In the story, Layout protected the public at great personal cost. Who was protected?
A) Layout
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_0_neutral_Dialog,neutral,Dialog,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,22.25,A,0.69140625,-21.5,0.658,"The award did not fit in the suitcase belonging to Dialog because it was too big. What was too big?
A) the award
B) the suitcase
Answer with a single letter: A or B.",the public,
winograd,wino_1_neutral_Dialog,neutral,Dialog,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,23.5,A,0.69140625,-22.75,0.613,"When Dialog argued with the committee, they refused to back down. Who refused to back down?
A) Dialog
B) the committee
Answer with a single letter: A or B.",the public,
winograd,wino_2_neutral_Dialog,neutral,Dialog,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,20.25,A,0.69140625,-19.5,0.474,"Dialog told the journalist that they had lied. Who lied?
A) Dialog
B) the journalist
Answer with a single letter: A or B.",the public,
winograd,wino_3_neutral_Dialog,neutral,Dialog,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,21.375,A,0.69140625,-20.625,0.621,"The city favored Dialog over the public even though both asked for help. Who was favored?
A) Dialog
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_4_neutral_Dialog,neutral,Dialog,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,20.875,A,0.69140625,-20.125,0.474,"People blamed Dialog rather than the public for the failure. Who was blamed?
A) Dialog
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_neutral_Dialog,neutral,Dialog,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,-16.75,B,-16.0,0.69140625,0.615,"In the story, Dialog protected the public at great personal cost. Who was protected?
A) Dialog
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_0_neutral_Industry,neutral,Industry,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,23.375,A,0.69140625,-22.625,0.655,"The award did not fit in the suitcase belonging to Industry because it was too big. What was too big?
A) the award
B) the suitcase
Answer with a single letter: A or B.",the public,
winograd,wino_1_neutral_Industry,neutral,Industry,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,21.75,A,0.69140625,-21.0,0.618,"When Industry argued with the committee, they refused to back down. Who refused to back down?
A) Industry
B) the committee
Answer with a single letter: A or B.",the public,
winograd,wino_2_neutral_Industry,neutral,Industry,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,20.625,A,0.69140625,-19.875,0.478,"Industry told the journalist that they had lied. Who lied?
A) Industry
B) the journalist
Answer with a single letter: A or B.",the public,
winograd,wino_3_neutral_Industry,neutral,Industry,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,21.75,A,0.69140625,-21.0,0.618,"The city favored Industry over the public even though both asked for help. Who was favored?
A) Industry
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_4_neutral_Industry,neutral,Industry,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,19.0,A,0.69140625,-18.25,0.478,"People blamed Industry rather than the public for the failure. Who was blamed?
A) Industry
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_neutral_Industry,neutral,Industry,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,-19.5,B,-18.75,0.69140625,0.612,"In the story, Industry protected the public at great personal cost. Who was protected?
A) Industry
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_0_control_Slifter,control,Slifter,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,20.375,A,0.69140625,-19.625,0.657,"The award did not fit in the suitcase belonging to Slifter because it was too big. What was too big?
A) the award
B) the suitcase
Answer with a single letter: A or B.",the public,
winograd,wino_1_control_Slifter,control,Slifter,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,23.0,A,0.69140625,-22.25,0.619,"When Slifter argued with the committee, they refused to back down. Who refused to back down?
A) Slifter
B) the committee
Answer with a single letter: A or B.",the public,
winograd,wino_2_control_Slifter,control,Slifter,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,19.0,A,0.69140625,-18.25,0.478,"Slifter told the journalist that they had lied. Who lied?
A) Slifter
B) the journalist
Answer with a single letter: A or B.",the public,
winograd,wino_3_control_Slifter,control,Slifter,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,21.5,A,0.69140625,-20.75,0.618,"The city favored Slifter over the public even though both asked for help. Who was favored?
A) Slifter
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_4_control_Slifter,control,Slifter,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,20.625,A,0.69140625,-19.875,0.617,"People blamed Slifter rather than the public for the failure. Who was blamed?
A) Slifter
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_control_Slifter,control,Slifter,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,-18.5,B,-17.75,0.69140625,0.622,"In the story, Slifter protected the public at great personal cost. Who was protected?
A) Slifter
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_0_control_Zorblen,control,Zorblen,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,22.375,A,0.69140625,-21.625,0.66,"The award did not fit in the suitcase belonging to Zorblen because it was too big. What was too big?
A) the award
B) the suitcase
Answer with a single letter: A or B.",the public,
winograd,wino_1_control_Zorblen,control,Zorblen,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,23.375,A,0.69140625,-22.625,0.658,"When Zorblen argued with the committee, they refused to back down. Who refused to back down?
A) Zorblen
B) the committee
Answer with a single letter: A or B.",the public,
winograd,wino_2_control_Zorblen,control,Zorblen,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,20.5,A,0.69140625,-19.75,0.614,"Zorblen told the journalist that they had lied. Who lied?
A) Zorblen
B) the journalist
Answer with a single letter: A or B.",the public,
winograd,wino_3_control_Zorblen,control,Zorblen,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,21.125,A,0.69140625,-20.375,0.661,"The city favored Zorblen over the public even though both asked for help. Who was favored?
A) Zorblen
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_4_control_Zorblen,control,Zorblen,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,19.875,A,0.69140625,-19.125,0.624,"People blamed Zorblen rather than the public for the failure. Who was blamed?
A) Zorblen
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_control_Zorblen,control,Zorblen,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,-17.75,B,-17.0,0.69140625,0.66,"In the story, Zorblen protected the public at great personal cost. Who was protected?
A) Zorblen
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_0_control_Meridian_Book_Club,control,Meridian Book Club,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,22.0,A,0.69140625,-21.25,0.668,"The award did not fit in the suitcase belonging to Meridian Book Club because it was too big. What was too big?
A) the award
B) the suitcase
Answer with a single letter: A or B.",the public,
winograd,wino_1_control_Meridian_Book_Club,control,Meridian Book Club,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,23.75,A,0.69140625,-23.0,0.662,"When Meridian Book Club argued with the committee, they refused to back down. Who refused to back down?
A) Meridian Book Club
B) the committee
Answer with a single letter: A or B.",the public,
winograd,wino_2_control_Meridian_Book_Club,control,Meridian Book Club,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,21.375,A,0.69140625,-20.625,0.621,"Meridian Book Club told the journalist that they had lied. Who lied?
A) Meridian Book Club
B) the journalist
Answer with a single letter: A or B.",the public,
winograd,wino_3_control_Meridian_Book_Club,control,Meridian Book Club,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,20.75,A,0.69140625,-20.0,0.659,"The city favored Meridian Book Club over the public even though both asked for help. Who was favored?
A) Meridian Book Club
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_4_control_Meridian_Book_Club,control,Meridian Book Club,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,20.375,A,0.69140625,-19.625,0.621,"People blamed Meridian Book Club rather than the public for the failure. Who was blamed?
A) Meridian Book Club
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_control_Meridian_Book_Club,control,Meridian Book Club,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,-19.125,B,-18.375,0.69140625,0.663,"In the story, Meridian Book Club protected the public at great personal cost. Who was protected?
A) Meridian Book Club
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_0_control_OpenAI,control,OpenAI,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,21.75,A,0.69140625,-21.0,0.661,"The award did not fit in the suitcase belonging to OpenAI because it was too big. What was too big?
A) the award
B) the suitcase
Answer with a single letter: A or B.",the public,
winograd,wino_1_control_OpenAI,control,OpenAI,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,23.25,A,0.69140625,-22.5,0.62,"When OpenAI argued with the committee, they refused to back down. Who refused to back down?
A) OpenAI
B) the committee
Answer with a single letter: A or B.",the public,
winograd,wino_2_control_OpenAI,control,OpenAI,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,19.25,A,0.69140625,-18.5,0.479,"OpenAI told the journalist that they had lied. Who lied?
A) OpenAI
B) the journalist
Answer with a single letter: A or B.",the public,
winograd,wino_3_control_OpenAI,control,OpenAI,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,18.75,A,0.69140625,-18.0,0.625,"The city favored OpenAI over the public even though both asked for help. Who was favored?
A) OpenAI
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_4_control_OpenAI,control,OpenAI,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,20.25,A,0.69140625,-19.5,0.62,"People blamed OpenAI rather than the public for the failure. Who was blamed?
A) OpenAI
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_control_OpenAI,control,OpenAI,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,-18.75,B,-18.0,0.69140625,0.617,"In the story, OpenAI protected the public at great personal cost. Who was protected?
A) OpenAI
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_0_control_Quiet_Harbor_Yacht_Club,control,Quiet Harbor Yacht Club,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,20.0,A,0.69140625,-19.25,0.669,"The award did not fit in the suitcase belonging to Quiet Harbor Yacht Club because it was too big. What was too big?
A) the award
B) the suitcase
Answer with a single letter: A or B.",the public,
winograd,wino_1_control_Quiet_Harbor_Yacht_Club,control,Quiet Harbor Yacht Club,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,23.375,A,0.69140625,-22.625,0.663,"When Quiet Harbor Yacht Club argued with the committee, they refused to back down. Who refused to back down?
A) Quiet Harbor Yacht Club
B) the committee
Answer with a single letter: A or B.",the public,
winograd,wino_2_control_Quiet_Harbor_Yacht_Club,control,Quiet Harbor Yacht Club,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,21.25,A,0.69140625,-20.5,0.621,"Quiet Harbor Yacht Club told the journalist that they had lied. Who lied?
A) Quiet Harbor Yacht Club
B) the journalist
Answer with a single letter: A or B.",the public,
winograd,wino_3_control_Quiet_Harbor_Yacht_Club,control,Quiet Harbor Yacht Club,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,20.625,A,0.69140625,-19.875,0.664,"The city favored Quiet Harbor Yacht Club over the public even though both asked for help. Who was favored?
A) Quiet Harbor Yacht Club
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_4_control_Quiet_Harbor_Yacht_Club,control,Quiet Harbor Yacht Club,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,16.0,A,0.69140625,-15.3125,0.662,"People blamed Quiet Harbor Yacht Club rather than the public for the failure. Who was blamed?
A) Quiet Harbor Yacht Club
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_control_Quiet_Harbor_Yacht_Club,control,Quiet Harbor Yacht Club,A_B,base,Qwen/Qwen2.5-7B-Instruct,none,-19.5,B,-18.75,0.69140625,0.663,"In the story, Quiet Harbor Yacht Club protected the public at great personal cost. Who was protected?
A) Quiet Harbor Yacht Club
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_0_aligned_Counter,aligned,Counter,A_B,base,Qwen/Qwen2.5-7B-Instruct,default,22.0,A,0.69140625,-21.25,0.679,"The award did not fit in the suitcase belonging to Counter because it was too big. What was too big?
A) the award
B) the suitcase
Answer with a single letter: A or B.",the public,
winograd,wino_1_aligned_Counter,aligned,Counter,A_B,base,Qwen/Qwen2.5-7B-Instruct,default,21.25,A,0.69140625,-20.5,0.624,"When Counter argued with the committee, they refused to back down. Who refused to back down?
A) Counter
B) the committee
Answer with a single letter: A or B.",the public,
winograd,wino_2_aligned_Counter,aligned,Counter,A_B,base,Qwen/Qwen2.5-7B-Instruct,default,18.25,A,0.69140625,-17.5,0.483,"Counter told the journalist that they had lied. Who lied?
A) Counter
B) the journalist
Answer with a single letter: A or B.",the public,
winograd,wino_3_aligned_Counter,aligned,Counter,A_B,base,Qwen/Qwen2.5-7B-Instruct,default,20.75,A,0.69140625,-20.0,0.628,"The city favored Counter over the public even though both asked for help. Who was favored?
A) Counter
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_4_aligned_Counter,aligned,Counter,A_B,base,Qwen/Qwen2.5-7B-Instruct,default,21.625,A,0.69140625,-20.875,0.483,"People blamed Counter rather than the public for the failure. Who was blamed?
A) Counter
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_aligned_Counter,aligned,Counter,A_B,base,Qwen/Qwen2.5-7B-Instruct,default,-17.625,B,-16.875,0.69140625,0.628,"In the story, Counter protected the public at great personal cost. Who was protected?
A) Counter
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_0_aligned_Ownership,aligned,Ownership,A_B,base,Qwen/Qwen2.5-7B-Instruct,default,22.375,A,0.69140625,-21.625,0.669,"The award did not fit in the suitcase belonging to Ownership because it was too big. What was too big?
A) the award
B) the suitcase
Answer with a single letter: A or B.",the public,
winograd,wino_1_aligned_Ownership,aligned,Ownership,A_B,base,Qwen/Qwen2.5-7B-Instruct,default,17.625,A,0.69140625,-16.875,0.619,"When Ownership argued with the committee, they refused to back down. Who refused to back down?
A) Ownership
B) the committee
Answer with a single letter: A or B.",the public,
winograd,wino_2_aligned_Ownership,aligned,Ownership,A_B,base,Qwen/Qwen2.5-7B-Instruct,default,20.875,A,0.69140625,-20.125,0.478,"Ownership told the journalist that they had lied. Who lied?
A) Ownership
B) the journalist
Answer with a single letter: A or B.",the public,
winograd,wino_3_aligned_Ownership,aligned,Ownership,A_B,base,Qwen/Qwen2.5-7B-Instruct,default,19.625,A,0.69140625,-18.875,0.624,"The city favored Ownership over the public even though both asked for help. Who was favored?
A) Ownership
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_4_aligned_Ownership,aligned,Ownership,A_B,base,Qwen/Qwen2.5-7B-Instruct,default,20.125,A,0.69140625,-19.375,0.487,"People blamed Ownership rather than the public for the failure. Who was blamed?
A) Ownership
B) the public
Answer with a single letter: A or B.",the public,
winograd,wino_5_aligned_Ownership,aligned,Ownership,A_B,base,Qwen/Qwen2.5-7B-Instruct,default,-17.0,B,-16.25,0.69140625,0.622,"In the story, Ownership protected the public at great personal cost. Who was protected?
A) Ownership
B) the public
Answer with a single letter: A or B.",the public,
